14.03862,0.5597292,-68.18625,359.9571,0.1875632,223.7925
14.01474,0.566983,-68.21173,0.01865784,359.7367,223.7795
13.93978,0.5658488,-68.28911,0.004013001,359.7112,223.6989
13.8183,0.5644028,-68.41563,-0.0002638246,359.786,223.4791
13.63089,0.5653601,-68.61198,-0.0005291844,359.8664,223.4026
13.41008,0.5654481,-68.84371,0.007721973,359.7957,223.4609
13.13703,0.5653087,-69.12868,0.004950478,359.8206,223.712
12.82044,0.5651634,-69.4565,0.01329863,359.7727,223.9323
12.46235,0.5653437,-69.82411,0.006848161,359.8322,224.08
12.07948,0.565439,-70.2141,0.01162375,359.8197,224.4551
11.6757,0.5652296,-70.62114,0.008292313,359.7807,224.5996
11.20435,0.5652159,-71.09226,0.004939668,359.767,224.9335
10.67939,0.5652796,-71.61149,0.009336869,359.8042,225.2142
10.15967,0.56519,-72.12162,0.009952186,359.782,225.383
9.631983,0.5653375,-72.63783,0.00147084,359.8109,225.5578
8.967035,0.5653901,-73.28456,0.006041977,359.8609,225.838
8.407434,0.5653629,-73.8265,-0.005142648,359.8298,225.8505
7.757375,0.5652755,-74.45757,0.001291545,359.8259,225.7949
7.107327,0.565266,-75.08678,0.004535201,359.8175,225.9745
6.435338,0.5653223,-75.73404,0.007173982,359.8386,226.0625
5.716337,0.5653248,-76.42379,0.01020667,359.8078,226.1973
5.002237,0.5652847,-77.1057,0.01117658,359.8036,226.2601
4.324094,0.5653068,-77.75056,0.01187197,359.8316,226.3894
3.601341,0.5653638,-78.43382,0.01491381,359.8239,226.5245
2.861018,0.5653862,-79.12772,0.01640468,359.8358,226.8389
2.132159,0.565336,-79.8035,0.02648084,359.8188,227.156
1.235974,0.5653166,-80.62403,0.01768419,359.8138,227.4944
0.4723692,0.5652843,-81.31586,0.01505225,359.8123,227.7808
-0.3051078,0.5653241,-82.01472,0.01781641,359.8177,228.0146
-1.223307,0.5653219,-82.83417,0.008415695,359.8192,228.2411
-2.093033,0.565318,-83.60515,0.01483731,359.8198,228.457
-3.010019,0.5653157,-84.41151,0.02295462,359.8201,228.6813
-4.008794,0.5653153,-85.28206,0.01180251,359.8197,228.921
-4.853436,0.5653186,-86.01259,0.01546661,359.8165,229.1366
-5.777774,0.5653253,-86.80576,0.03098159,359.8203,229.3752
-6.715589,0.5653104,-87.6016,0.01656968,359.816,229.6649
-7.701955,0.5653192,-88.42899,0.02315594,359.8159,230.0234
-8.774773,0.5653236,-89.3161,0.0385258,359.8159,230.4502
-9.754545,0.5653176,-90.11373,0.01120455,359.8208,230.8239
-10.78001,0.5653185,-90.94527,359.9905,359.8208,230.9359
-11.87987,0.5652778,-91.85151,359.8865,359.8238,230.2981
-12.78405,0.5653033,-92.63354,359.8193,359.8195,229.1158
-13.7741,0.5653051,-93.54643,359.8869,359.8177,227.2965
-14.63688,0.565268,-94.39351,359.8951,359.8238,225.5865
-15.58377,0.5653017,-95.37193,359.9066,359.8229,224.0765
-16.4868,0.5653278,-96.33472,0.002024321,359.8155,223.2831
-17.56194,0.5653313,-97.48259,0.06333171,359.8154,223.2598
-18.52008,0.5653135,-98.48001,0.07922351,359.816,223.9245
-19.39211,0.5653332,-99.36159,0.05574807,359.8213,224.6824
-20.38591,0.5653312,-100.3397,0.03831502,359.8213,225.4702
-21.35619,0.5653105,-101.2782,0.0005213983,359.8156,225.9168
-22.51704,0.565313,-102.388,0.004663149,359.8155,226.3285
-23.46888,0.5653284,-103.2876,0.03502804,359.8152,226.6588
-24.42952,0.5653121,-104.1836,0.07098184,359.8157,227.037
-25.55392,0.5653085,-105.207,0.07091059,359.8158,227.7789
-26.62434,0.5653251,-106.145,0.04454897,359.8152,228.8348
-27.71867,0.565348,-107.0608,0.08389973,359.8152,230.1983
-28.75969,0.5653505,-107.8857,0.1477315,359.8164,231.7313
-29.82738,0.5653313,-108.6807,0.2482643,359.8195,233.4669
-30.92642,0.565325,-109.4362,0.1821574,359.8179,235.536
-32.14676,0.5653539,-110.1984,0.1407115,359.8162,238.1812
-33.31767,0.5653787,-110.846,0.2323313,359.8193,241.2324
-34.7166,0.5654062,-111.5027,0.3750693,359.8268,245.521
-36.0235,0.5654144,-111.9803,0.5300431,359.8474,250.4166
-37.27168,0.5654219,-112.2991,0.8178867,359.8712,256.0257
-38.70149,0.5654652,-112.4637,0.9213162,359.8915,264.1557
-40.23278,0.5655324,-112.3586,1.179479,359.9435,275.0865
-41.54562,0.5655445,-111.9655,1.040541,359.9309,286.862
-42.77069,0.5653796,-111.2674,0.5743457,359.8577,299.7085
-43.78629,0.5652945,-110.3101,0.7770697,359.9125,313.6996
-44.50824,0.5654092,-109.1861,0.9915206,359.9523,327.3128
-44.92963,0.5655227,-107.9804,0.9783592,359.9479,340.342
-45.06783,0.5654734,-106.6705,0.9425409,359.9501,353.77
-44.91741,0.5654156,-105.417,0.655118,359.8898,6.101022
-44.56371,0.5653392,-104.148,0.02726747,359.8085,14.60607
-44.15101,0.5652963,-102.8352,359.8768,359.8165,16.90396
-43.82866,0.5652092,-101.5945,359.7849,359.8224,14.30443
-43.61283,0.5651352,-100.3778,359.7055,359.8402,10.01304
-43.48232,0.5652658,-99.04491,359.721,359.8282,5.589439
-43.42191,0.5653682,-97.80122,359.9489,359.8213,3.133679
-43.36621,0.5653324,-96.45232,0.1920487,359.816,2.73124
-43.25301,0.5653298,-95.05258,0.2767439,359.8217,4.948998
-43.06816,0.5653678,-93.75822,0.2386551,359.82,8.200579
-42.8002,0.5653639,-92.42307,0.1698919,359.8236,11.36754
-42.49247,0.5653233,-91.14399,0.03925941,359.8215,13.36937
-42.17123,0.5653061,-89.86422,359.9025,359.8224,13.88452
-41.87314,0.5652862,-88.57549,359.8592,359.8249,12.8537
-41.63265,0.5652347,-87.3239,359.7768,359.8232,10.72525
-41.44543,0.5652717,-86.00922,359.6939,359.826,7.957679
-41.33361,0.5652892,-84.68365,359.8335,359.8189,4.844962
-41.28822,0.5652301,-83.40295,359.8435,359.827,2.053858
-41.27636,0.5653716,-81.91302,0.2000991,359.8143,0.9244326
-41.21987,0.5653623,-80.57627,0.4050339,359.8256,2.832771
-41.06105,0.565362,-79.24744,0.4288861,359.831,7.077663
-40.77909,0.5653926,-77.93872,0.3451594,359.8261,12.2818
-40.37101,0.5653849,-76.6078,0.2712076,359.8285,17.16629
-39.90264,0.5653418,-75.3487,0.1281878,359.8235,20.27489
-39.34785,0.5652826,-73.9534,359.9522,359.8162,21.47197
-38.84877,0.5652823,-72.64535,359.8784,359.8247,20.66692
-38.40346,0.5652877,-71.37086,359.8551,359.8253,19.15319
-37.95334,0.5652928,-69.93177,359.8957,359.817,17.24987
-37.53788,0.5653135,-68.48006,359.9704,359.8223,15.98232
-37.16096,0.5653108,-67.12352,0.004513487,359.815,15.59017
-36.75117,0.5653366,-65.66599,0.04538064,359.8218,15.81093
-36.35842,0.5653136,-64.31031,0.03909725,359.815,16.1861
-35.94615,0.5652902,-62.90424,359.9746,359.8156,16.26646
-35.53045,0.5652908,-61.44311,359.8825,359.8242,15.70412
-35.18619,0.5653149,-60.12407,359.8663,359.8241,14.5415
-34.86213,0.5652827,-58.69122,359.8929,359.8244,12.58017
-34.59921,0.5652457,-57.24505,359.8404,359.8271,10.07293
-34.41388,0.565239,-55.89208,359.7327,359.8323,7.568534
-34.28254,0.565308,-54.37375,359.6595,359.8257,4.651939
-34.24212,0.5653034,-53.06038,359.8725,359.8237,1.829302
-34.27372,0.5651412,-51.69408,359.7232,359.8358,358.373
-34.38972,0.565277,-50.33207,359.4441,359.8495,354.7687
-34.63055,0.5653637,-48.93411,359.7897,359.8179,350.1778
-34.98152,0.5649179,-47.61676,359.5976,359.8447,344.5561
-35.52425,0.5651581,-46.19766,358.9172,359.9213,338.0957
-36.23729,0.5656237,-44.92137,359.7173,359.8242,330.8561
-37.05608,0.5647632,-43.77772,359.373,359.8767,323.5438
-38.24408,0.564687,-42.54509,359.8872,359.8357,315.3178
-39.33271,0.5651259,-41.78934,359.54,359.8425,304.7016
-40.47469,0.5647014,-41.23363,358.4861,0.03597749,295.1926
-41.74922,0.5657778,-40.93537,359.4111,359.8452,283.8951
-43.15435,0.5648301,-40.82808,359.0514,359.9355,273.6481
-44.56012,0.5653794,-40.94746,359.7431,359.8256,265.6516
-46.05176,0.565296,-41.21447,359.9202,359.8068,259.5912
-47.48208,0.5650251,-41.5521,359.6038,359.8422,256.3019
-48.89906,0.5654229,-41.95608,359.9066,359.8162,254.3875
-50.24525,0.5652951,-42.42041,359.8401,359.8194,250.5993
-51.55199,0.5649069,-42.98664,358.8506,359.9327,245.3069
-52.69976,0.5655556,-43.73071,359.5503,359.8418,237.2008
-53.71661,0.5645002,-44.6327,359.0833,359.9552,227.4331
-54.54257,0.5653574,-45.70784,359.4416,359.8724,217.8759
-55.19538,0.5654618,-46.94798,359.705,359.8191,207.838
-55.70795,0.5648738,-48.25826,359.3045,359.8859,200.9063
-56.08739,0.5654581,-49.61671,359.9605,359.8217,196.0665
-56.41805,0.5653769,-51.04485,359.9782,359.8136,193.0151
-56.70376,0.5651591,-52.43567,359.8193,359.8218,191.4266
-56.94796,0.5653563,-53.78661,359.8563,359.8234,190.2765
-57.16744,0.5653544,-55.19693,359.9631,359.8209,188.8219
-57.34338,0.5652037,-56.56527,359.8739,359.8199,187.1453
-57.4797,0.5652639,-57.99264,359.8125,359.8204,185.3036
-57.56549,0.5653443,-59.37554,359.8943,359.8228,183.5475
-57.61587,0.5652864,-60.76319,359.9585,359.8159,182.0958
-57.64532,0.5652868,-62.25729,359.9804,359.8224,181.1104
-57.66586,0.5653281,-63.70295,0.01244515,359.8217,180.8918
-57.69606,0.5653443,-65.15108,0.05983997,359.8217,181.2955
-57.74303,0.5653188,-66.54943,0.06299777,359.8152,181.9854
-57.81335,0.5653204,-68.00089,0.0543476,359.8151,182.8411
-57.90339,0.5653507,-69.40128,0.08570168,359.8218,183.7879
-58.03574,0.5653579,-70.95715,0.1309876,359.8224,185.0801
-58.19786,0.5653448,-72.40738,0.2127496,359.8248,186.5907
-58.39297,0.5653298,-73.74976,0.2430322,359.8271,188.3804
-58.66655,0.5653471,-75.18584,0.1228889,359.8229,190.9257
-59.01233,0.565379,-76.55294,0.1916616,359.817,194.4434
-59.44074,0.5654092,-77.84106,0.3555034,359.8254,198.7843
-60.0079,0.5654285,-79.13008,0.6041195,359.8568,204.426
-60.76206,0.5654383,-80.37674,0.7609692,359.8802,211.9831
-61.58609,0.5654573,-81.38028,0.8263011,359.8772,219.5235
-62.61974,0.5653858,-82.3243,0.2816938,359.8274,227.5066
-63.65775,0.565353,-83.10449,0.1735473,359.8159,232.8511
-64.7352,0.5653467,-83.83372,0.1010855,359.8233,235.7061
-65.86565,0.5652822,-84.58109,359.9871,359.8239,236.3113
-67.07131,0.5652651,-85.40642,359.8914,359.8258,235.3711
-68.09074,0.5653328,-86.13618,359.9142,359.823,234.4347
-69.23228,0.5653529,-86.96715,0.05891948,359.814,234.1456
-70.38725,0.5653512,-87.78149,0.2474475,359.8251,235.1168
-71.48515,0.5653296,-88.49513,0.2660739,359.8202,237.1107
-72.84762,0.5653524,-89.27898,0.2332238,359.8192,240.4743
-74.06669,0.5653594,-89.88898,0.179838,359.8169,243.4915
-75.36269,0.5653656,-90.46094,0.1391317,359.8231,246.3126
-76.5822,0.565339,-90.94742,0.1679689,359.8169,248.2854
-77.91421,0.5653228,-91.43661,0.1416379,359.8238,249.8775
-79.30809,0.5653176,-91.91225,0.02932365,359.8223,251.1478
-80.56303,0.5653551,-92.30782,0.0665707,359.8141,252.5641
-81.82918,0.5653774,-92.66763,0.1643769,359.8231,254.3044
-83.21101,0.5653601,-93.00426,0.3117925,359.8217,256.6445
-84.55682,0.5653414,-93.25925,0.3623257,359.825,259.4922
-85.96783,0.565361,-93.43896,0.3287579,359.8313,262.9504
-87.33505,0.5653759,-93.51874,0.1915409,359.8242,266.745
-88.80921,0.5653926,-93.49256,0.2489037,359.8268,271.3824
-90.17127,0.5654201,-93.35853,0.42489,359.8386,276.0141
-91.46285,0.565405,-93.11201,0.5795525,359.8449,281.1553
-92.8222,0.5654194,-92.70623,0.6449108,359.8607,287.0723
-94.1315,0.5653759,-92.16182,0.5141523,359.8376,292.7375
-95.43235,0.5653452,-91.47633,0.2533879,359.8188,297.9
-96.59622,0.5653504,-90.76034,0.1357602,359.8138,301.563
-97.72769,0.5653531,-89.99223,0.1163973,359.8143,304.2059
-98.83689,0.5653416,-89.19042,0.13286,359.8154,305.9346
-99.84582,0.5652986,-88.4287,0.1517534,359.8171,307.0397
-100.9634,0.5653206,-87.54797,0.0298684,359.8223,308.2265
-102.0567,0.5653561,-86.63621,0.08609929,359.8145,309.9643
-103.0012,0.56537,-85.79343,0.1900243,359.8165,311.8894
-103.9131,0.5653385,-84.91505,0.2622213,359.8199,314.0328
-104.8239,0.5653426,-83.96059,0.1900072,359.825,316.3471
-105.6924,0.5653568,-82.96701,0.1273527,359.815,318.869
-106.5497,0.5653614,-81.89479,0.1590357,359.816,321.4789
-107.3932,0.5653724,-80.74486,0.2151891,359.8254,323.9657
-108.1308,0.5653374,-79.64894,0.2594675,359.8199,326.171
-108.8776,0.5653322,-78.43298,0.2089982,359.826,328.5378
-109.5428,0.5653614,-77.23034,0.1105934,359.8221,331.1149
-110.1441,0.565393,-75.99474,0.2068454,359.825,334.2581
-110.6499,0.5653884,-74.77428,0.3590308,359.8254,337.7696
-111.0845,0.5653942,-73.47172,0.5862746,359.8423,342.0186
-111.4097,0.5653942,-72.08487,0.5714195,359.8496,347.1765
-111.5796,0.5653946,-70.77845,0.537288,359.8388,352.727
-111.6083,0.5653937,-69.46333,0.3390508,359.8319,358.7436
-111.5248,0.5654151,-68.30926,0.457911,359.8445,3.965444
-111.3078,0.5654043,-66.95898,0.428391,359.8408,9.292056
-110.9738,0.5653452,-65.57787,0.3755009,359.8279,13.69474
-110.5587,0.5653291,-64.21833,0.1376593,359.8239,16.9219
-110.1076,0.5653602,-62.92483,0.04221606,359.8205,19.19693
-109.595,0.5653557,-61.59688,0.1007232,359.8145,21.23238
-109.085,0.5653599,-60.3809,0.17084,359.8237,22.87988
-108.5385,0.5653284,-59.18011,0.2430348,359.8191,24.60112
-107.9266,0.5653215,-57.95157,0.1610781,359.817,26.51881
-107.2203,0.5653384,-56.65257,0.1020222,359.815,28.6598
-106.5225,0.5653564,-55.46941,0.1205016,359.815,30.63435
-105.7593,0.5653578,-54.26374,0.1194669,359.8226,32.46497
-104.9658,0.5653213,-53.07672,0.1556799,359.8166,33.85741
-104.1167,0.565295,-51.86295,0.07962622,359.8158,34.98529
-103.2479,0.5653161,-50.66246,0.007842015,359.8146,35.90792
-102.4256,0.5653378,-49.55844,0.02723024,359.8141,36.7141
-101.4921,0.5653465,-48.33868,0.04393833,359.8218,37.53233
-100.6075,0.5653273,-47.21418,0.07753471,359.8147,38.28288
